id,tipo,nombre,geometry
35,Barrio municipal,Barrio Albarellos,"POLYGON ((-58.509239178736706 -34.57706603888173, -58.509444521914865 -34.57718702290369, -58.509491848366636 -34.577179793596514, -58.509517975590185 -34.57714850423226, -58.50953933297491 -34.5771236167923, -58.509672748428535 -34.57696843080155, -58.50974004403857 -34.57689007131448, -58.509807775193224 -34.57681126091049, -58.50987329537626 -34.5767350654465, -58.51000722139245 -34.57657915774533, -58.51007460355917 -34.57650079803596, -58.51012710858814 -34.576439661230836, -58.510121381509045 -34.57641018680203, -58.50991510077891 -34.57628695069623, -58.50983768834721 -34.57624055680254, -58.509740162682434 -34.576182361834285, -58.509511743253036 -34.57604813606666, -58.50937641174201 -34.57596778003508, -58.5093733484762 -34.57596606848214, -58.50930078801041 -34.575922917547054, -58.50909654874143 -34.5758017525574, -58.50905389755169 -34.57580771796383, -58.508935882573226 -34.57594476086065, -58.508802216592116 -34.5760996937661, -58.50866803839016 -34.57625551010922, -58.50866045809878 -34.57626416661512, -58.50860166787965 -34.57633251653153, -58.50853368531966 -34.57641132636584, -58.50846714024219 -34.57648842292034, -58.50841455768038 -34.57654955904013, -58.50842326181004 -34.57658362971982, -58.50854829149287 -34.576657951066316, -58.50862476592503 -34.576703534839744, -58.50869707601676 -34.576746596121495, -58.5087017636446 -34.576749298655365, -58.50877807467534 -34.57679470210761, -58.50881690614648 -34.576817854276506, -58.509039537916024 -34.576948838363265, -58.509084256169615 -34.57697505308807, -58.509239178736706 -34.57706603888173))"
36,Barrio municipal,Barrio Alborada,"POLYGON ((-58.47924607433117 -34.689316078843255, -58.478855549397146 -34.68896421916022, -58.47882345703791 -34.688916358421785, -58.47880861321309 -34.68890283917293, -58.47872294701397 -34.68889563876956, -58.47862605544777 -34.688968304576186, -58.478621811258506 -34.68903221502367, -58.47828978214633 -34.689284741028466, -58.478211755475435 -34.689282767499755, -58.477819165466705 -34.68957775597752, -58.477815466613414 -34.6896436494256, -58.47840059604993 -34.69015702095002, -58.478499107395315 -34.690160974904465, -58.47860912649516 -34.690076589246885, -58.47861391625773 -34.690011957615056, -58.47921807408587 -34.68955423480271, -58.479294027723185 -34.6895568389455, -58.47936505968309 -34.689502925336555, -58.4793722355101 -34.68936518907142, -58.47932180979163 -34.68932021539303, -58.47924607433117 -34.689316078843255))"
37,Barrio municipal,Barrio Balbastro,"POLYGON ((-58.44912651766037 -34.643963825685375, -58.44876330872239 -34.64365457021936, -58.44872700601579 -34.643682626965635, -58.44836538564937 -34.643957262682754, -58.44834873358524 -34.64394241432209, -58.4483659578257 -34.6439292557601, -58.44837421297508 -34.643936612324666, -58.4484100904451 -34.64390911451053, -58.44841178073368 -34.64391062008146, -58.448433859162655 -34.64389371221201, -58.44843252874283 -34.64389252218084, -58.448642491553954 -34.64373162682285, -58.4486456322192 -34.64373443060394, -58.44866800507865 -34.643717288358815, -58.44866610759347 -34.64371559346908, -58.44870080677865 -34.643689005857176, -58.448693085975734 -34.64368211811462, -58.448747081831385 -34.643640758591424, -58.44838462816002 -34.643332151091016, -58.44834769275198 -34.643360892724665, -58.44798723956213 -34.64363550944988, -58.44796910454903 -34.64361934478298, -58.447986001539405 -34.64360640257262, -58.44799464920282 -34.643614110764794, -58.448030297577134 -34.64358682937208, -58.44803296930243 -34.64358920944476, -58.448054578792565 -34.64357196806043, -58.448263952605814 -34.643410820875594, -58.44826589369639 -34.6434125518336, -58.44828803747475 -34.643395580898115, -58.44828655439308 -34.64339426464808, -58.44832232257477 -34.64336685698544, -58.448310904900005 -34.643357435785354, -58.44832859808861 -34.64334387164771, -58.44833153153446 -34.64334648611422, -58.448367528989074 -34.64331759112978, -58.448143157447966 -34.64312654437866, -58.44807684486483 -34.64312500371164, -58.44730213710507 -34.643710464379815, -58.447299290775646 -34.643765450379554, -58.447704192864784 -34.64412636666998, -58.447764854545746 -34.64407984332382, -58.44777325142234 -34.64408732614522, -58.44780824557574 -34.64406050445828, -58.44781001219097 -34.64406208216056, -58.4478320907838 -34.64404516538642, -58.44783104389954 -34.644044236795175, -58.448041924556186 -34.64388263948739, -58.44804465081706 -34.6438850646374, -58.44806667477473 -34.64386818386997, -58.448065115353586 -34.6438667954946, -58.44810028385067 -34.64383985656062, -58.448091483485044 -34.64383200413068, -58.44810972222474 -34.64381803445668, -58.44812432407556 -34.64383104370666, -58.44772025597852 -34.64414069222167, -58.448074365647194 -34.644456322643606, -58.44814599031201 -34.644401408297156, -58.44815501975153 -34.64440945906237, -58.44819073387151 -34.64438208749297, -58.44819248959715 -34.64438364715988, -58.44821528815322 -34.64436617152855, -58.44821351061696 -34.644364593830936, -58.44842306052247 -34.64420402332215, -58.44842584132966 -34.644206502555, -58.44844825799188 -34.64418934232859, -58.4484470039022 -34.64418822442015, -58.44848209605404 -34.64416133945316, -58.448473568244815 -34.64415373948071, -58.44849142519982 -34.64414005815705, -58.4485058090632 -34.6441528780369, -58.44808982910761 -34.644470107221615, -58.44823168315182 -34.644596548403044, -58.448444811558645 -34.64443321997266, -58.44846335033201 -34.644449745182094, -58.44850530395964 -34.64441758776144, -58.44847375533111 -34.6443894687693, -58.44843180170725 -34.644421617165165, -58.448420634828956 -34.64441166417218, -58.44849360094994 -34.64435575822728, -58.44852445164198 -34.64438325515289, -58.44857060492916 -34.64434788917762, -58.44853974332974 -34.64432038324805, -58.44859250703484 -34.644279952106814, -58.44865793802117 -34.64433824553072, -58.44846349634784 -34.64448725311323, -58.448439254166 -34.644465643223675, -58.44824867338644 -34.64461169428708, -58.44842480294451 -34.644768688448124, -58.44849111674654 -34.64477076977534, -58.44887369470027 -34.64448277722085, -58.44886138271341 -34.64447180553289, -58.44850652299335 -34.6447389426531, -58.44849246618856 -34.644726393239104, -58.448545699235545 -34.64468560161153, -58.44855617913751 -34.64469494154683, -58.448577777776705 -34.64467839416182, -58.448567210633314 -34.64466897309042, -58.44877749148618 -34.64450782516279, -58.448789432687654 -34.64451848131953, -58.44881203480441 -34.644501158794334, -58.44880213287438 -34.644492332756414, -58.448858758115925 -34.644448936302, -58.44888614109371 -34.64447340396772, -58.44929604145761 -34.64416484298952, -58.44929855920144 -34.64411030761675, -58.449141828633515 -34.64397687095235, -58.44874473404684 -34.64428111516892, -58.44872873616325 -34.644266834831, -58.448746582193635 -34.644253153469, -58.44875518637342 -34.6442608255447, -58.44879034390698 -34.64423388641205, -58.44879217597627 -34.64423551819281, -58.4488148216479 -34.64421816862894, -58.448812629706865 -34.64421622131032, -58.44902249442466 -34.644055406422495, -58.44902547153853 -34.6440580569337, -58.449047419169666 -34.644040157380765, -58.44908181293693 -34.64401380399422, -58.449072325431274 -34.64400535662058, -58.44912651766037 -34.643963825685375))"
39,Barrio municipal,Barrio Cardenal Samore,"POLYGON ((-58.47362849954164 -34.66747839406097, -58.47404074289512 -34.66782765574531, -58.47408015814432 -34.66780892091713, -58.47394785919799 -34.667515324495994, -58.47385148661358 -34.66730147277351, -58.47378623637064 -34.66714257741341, -58.473736190730044 -34.667039000398766, -58.473550750224604 -34.6666340657506, -58.473343778990206 -34.666174713925244, -58.47324463527074 -34.666025610374405, -58.4730364590907 -34.66549271199711, -58.47292960507172 -34.665255576597026, -58.47282906847432 -34.66503245801349, -58.4727547759307 -34.66485596716962, -58.47274203035595 -34.66482776295016, -58.472741602598795 -34.66482740436255, -58.47252769323772 -34.6643635968089, -58.472314481205714 -34.663890407028006, -58.47223388487216 -34.663711518540765, -58.47206840486362 -34.6633442678477, -58.47198374608648 -34.66332444281991, -58.471673551686685 -34.66356662912999, -58.471611536589 -34.663615048266244, -58.471350592412364 -34.663818785112376, -58.471122994726315 -34.66399648645218, -58.47098097476039 -34.66410736026009, -58.47075502271503 -34.66428378079455, -58.470509761173275 -34.66447526465784, -58.47031886808594 -34.66462429737262, -58.47032345463259 -34.664678111455835, -58.47068189283433 -34.66498181231789, -58.47080070728184 -34.6650825018895, -58.47118103545627 -34.66540476000327, -58.47124482902844 -34.66545618145948, -58.47162784418893 -34.66577619346661, -58.47176074727559 -34.665895927975775, -58.47214106106191 -34.666218156009464, -58.472187845893835 -34.66625410995702, -58.47256878468918 -34.666575083628096, -58.47270297769948 -34.66669425812029, -58.473083298781816 -34.667016483171004, -58.47312193479788 -34.66705235628187, -58.47350670993143 -34.6673709469413, -58.47362849954164 -34.66747839406097))"
40,Barrio municipal,Barrio Castex,"POLYGON ((-58.45544109665235 -34.645234328847934, -58.4550104107369 -34.64564067505818, -58.455010825598755 -34.64564457061807, -58.45504061052552 -34.645667053946, -58.45489891496484 -34.645795252617084, -58.454894694244175 -34.645792124413965, -58.45475474635204 -34.64592112529601, -58.454721387955 -34.64591135278376, -58.45305381873487 -34.644743514023695, -58.45298652633873 -34.64480518013613, -58.452967786060725 -34.64482253981813, -58.45272499109348 -34.645044844194416, -58.45202475295316 -34.64568651734003, -58.45202787234682 -34.64576729348612, -58.45271926186287 -34.64635694434591, -58.45298215532058 -34.64628051781742, -58.45319542797843 -34.64623549193888, -58.453282468899765 -34.64621855250686, -58.45355771252634 -34.64619889690414, -58.45396687227648 -34.6461915372974, -58.45411442261673 -34.64620254577108, -58.45424364859222 -34.64621753696363, -58.45436195549197 -34.64624265913067, -58.454397697344106 -34.64625024265024, -58.45446162259458 -34.64626381360468, -58.45461488571418 -34.646301215335, -58.45485533734523 -34.64637134432653, -58.454988813104514 -34.64643042325867, -58.45514243215885 -34.646514229221815, -58.45535003965218 -34.64662307984568, -58.45548749474992 -34.64670922799706, -58.455608653979546 -34.6468039654554, -58.45569982001189 -34.64688370137254, -58.4559182066551 -34.64710253339553, -58.45598694382647 -34.64710557530716, -58.45680242996862 -34.64635402261333, -58.45728571196943 -34.645908620507996, -58.45747005357891 -34.645739127260384, -58.45745916081898 -34.64569069367517, -58.457349779706355 -34.64561002971202, -58.45658600464778 -34.64504673142132, -58.45624263762028 -34.64535871906603, -58.456249545693964 -34.64531224247076, -58.456561585393004 -34.64502871978744, -58.45605500488133 -34.64465510538561, -58.45544109665235 -34.645234328847934))"
41,Barrio municipal,Barrio Catalinas Sur,"MULTIPOLYGON (((-58.365065672926825 -34.62720802290908, -58.36511936773032 -34.62726323291864, -58.36513293273713 -34.627254283742076, -58.365163025183634 -34.62728576744298, -58.3651497766641 -34.627294500537126, -58.365315599403395 -34.627465019872204, -58.36550351419931 -34.627339431893226, -58.36551033774743 -34.627286019336715, -58.36529128843187 -34.62706077749135, -58.365065672926825 -34.62720802290908)), ((-58.362752649226884 -34.626492710925795, -58.362720924530784 -34.62651359766934, -58.362711765297234 -34.6265040801564, -58.362636713948 -34.626428037716586, -58.36242970788492 -34.62656764058837, -58.36154299290687 -34.627157783572954, -58.36137044975614 -34.62727048876666, -58.36136898269511 -34.62726896339702, -58.36117267194281 -34.62739799040349, -58.36117366794971 -34.62739902597809, -58.36114799925246 -34.62741579263162, -58.361147068985595 -34.627414825478766, -58.36075885726202 -34.6276699765681, -58.360705651148216 -34.62770494592124, -58.36070627508654 -34.62770558514868, -58.36000023133026 -34.628183711888596, -58.359990419957455 -34.628173683446455, -58.359832560990185 -34.62828045778782, -58.35982869840999 -34.62829987104936, -58.36000839731877 -34.62848535483897, -58.360221261263895 -34.628703948419606, -58.360376191983185 -34.628867001479954, -58.36044773059096 -34.62882054867279, -58.36046814019781 -34.62884167708272, -58.3603963942242 -34.628888264939405, -58.36049470469396 -34.628991731429245, -58.360640350279695 -34.62914206633274, -58.360700613902665 -34.62914830076356, -58.36103764485563 -34.6289256763838, -58.36106320349862 -34.628908794949496, -58.36120912757937 -34.62881240851764, -58.36154739457518 -34.628604357802054, -58.361549609868995 -34.628606619921406, -58.36162423870968 -34.628557094631155, -58.3617650621815 -34.628619689732375, -58.36197165682559 -34.6288325780794, -58.362177849558776 -34.62904504207057, -58.36245962910659 -34.62933539661738, -58.36248490450425 -34.62933720231762, -58.36293049638651 -34.62904217523928, -58.36322262412797 -34.62887236417526, -58.363326218734215 -34.6290005121918, -58.3639911407712 -34.62968874687339, -58.364033883220955 -34.62969292818696, -58.36455991120808 -34.62934766150135, -58.364750897273694 -34.629220716071316, -58.36517025259223 -34.628945698111956, -58.365317821862035 -34.62884893236888, -58.365352985159056 -34.62882520825378, -58.365374323297885 -34.62876248671334, -58.36505497867855 -34.628435736407305, -58.364696026140855 -34.628075808104576, -58.364597510749505 -34.62793719291229, -58.36485318844808 -34.62776850238352, -58.3650335508174 -34.62764950251751, -58.36489257167307 -34.62750453100519, -58.36480757936863 -34.627560999336964, -58.364787081682195 -34.6275399166478, -58.364897567287905 -34.627466504213814, -58.36505912038158 -34.62763263955715, -58.365288809542996 -34.62748109767285, -58.3650661117272 -34.62725206654337, -58.36503972177942 -34.62722493063566, -58.36494599930478 -34.62728719716541, -58.364901703905716 -34.62724163983449, -58.3649271971347 -34.627224695711305, -58.3649501453528 -34.62724829530997, -58.365076596386245 -34.62716428589236, -58.36488793552519 -34.626970265862745, -58.36476149551217 -34.627054266082354, -58.36430496355202 -34.62735680890889, -58.364282070620646 -34.62733269542604, -58.364978147749014 -34.626869884591635, -58.36419249272557 -34.626696708353776, -58.36381497434713 -34.62693620526509, -58.363712722681555 -34.62682606770389, -58.3636395661849 -34.62687413910934, -58.36354891778861 -34.62693370436863, -58.363536298250935 -34.626923669969905, -58.36371880210499 -34.626803149607454, -58.36355562014282 -34.6266440061421, -58.363679834215205 -34.626561681987, -58.36340728913764 -34.62648623575887, -58.36326383529101 -34.626580974414594, -58.36323744635931 -34.62655365783193, -58.36335860455484 -34.62647365715456, -58.36279597324914 -34.62632063888226, -58.36266922502007 -34.62640610599855, -58.362752649226884 -34.626492710925795)))"
42,Barrio municipal,Barrio Charrua (ex Villa 12),"POLYGON ((-58.43057370635726 -34.65380564048751, -58.4305715585953 -34.65380790682969, -58.43057138485566 -34.653807830439874, -58.430474611175434 -34.653855164739625, -58.430499619890504 -34.65391973076923, -58.43052153252036 -34.65395204335369, -58.43057806761841 -34.65412312895991, -58.43070432343974 -34.65450106271087, -58.43076592275435 -34.65463898653654, -58.43081058860603 -34.65461960001029, -58.43082452056171 -34.65460660761408, -58.430847110167655 -34.65464548032639, -58.43102721898251 -34.6547502093707, -58.43094563829001 -34.65482913361295, -58.43097390089973 -34.65488706598944, -58.430945308081824 -34.6549209696101, -58.430976922344826 -34.65499983371305, -58.43101755316966 -34.65503442272722, -58.43109960869769 -34.65508193092604, -58.431091784385146 -34.655089870318854, -58.431156662588016 -34.65512924318404, -58.431124283756986 -34.65516528219883, -58.43126135369999 -34.6552600028405, -58.431324672617876 -34.6552983566075, -58.43135501104148 -34.655263669127024, -58.43172654274575 -34.65499009653962, -58.43181088726557 -34.65492780358362, -58.43202158478708 -34.65477101173165, -58.432356024311176 -34.654526462237335, -58.43270440628182 -34.65427169327589, -58.4328998239638 -34.65412879586306, -58.433116572101035 -34.65397015570605, -58.434126323955695 -34.65323390079356, -58.434132560011605 -34.65318116953614, -58.43400536384696 -34.65308115414475, -58.433569754197116 -34.652738619350416, -58.433412015791745 -34.652611796826385, -58.433241507932884 -34.65247591173181, -58.43288569614916 -34.65219237366767, -58.432834320236935 -34.65219145942773, -58.432004737178346 -34.652782433100285, -58.431725777363546 -34.65298116816638, -58.43150744839849 -34.65313742573062, -58.43145258774413 -34.65317683027117, -58.43061251989165 -34.6537787257882, -58.43061243737682 -34.65377953601438, -58.430609738395 -34.65378075817333, -58.43057370635726 -34.65380564048751))"
43,Barrio municipal,Barrio Colegiales,"POLYGON ((-58.445809517454705 -34.58243276577409, -58.445870329218 -34.58244936069486, -58.44692607511934 -34.58199428722342, -58.44694886345446 -34.581943269615834, -58.446830823241044 -34.58170274449849, -58.44671920860741 -34.581475314049115, -58.44640186418222 -34.58082867296381, -58.44636471325481 -34.58076349476469, -58.44599764290204 -34.58095296794929, -58.445274911100896 -34.58146936199051, -58.44530368656064 -34.58150602719989, -58.44534781152058 -34.5815740913005, -58.445365308722494 -34.58160234453833, -58.445462858861134 -34.581773773845086, -58.44563764286174 -34.58210603660792, -58.445809517454705 -34.58243276577409))"
44,Barrio municipal,Barrio Colonia Sola,"POLYGON ((-58.38511928643167 -34.64623611220669, -58.38648876313765 -34.64656183860239, -58.38666233616586 -34.646089745476004, -58.38528724964985 -34.64577240007117, -58.38511928643167 -34.64623611220669))"
45,Barrio municipal,Barrio Copello,"POLYGON ((-58.474623586656556 -34.66623379685169, -58.474775965240525 -34.666564042836306, -58.4749340567883 -34.66686017792944, -58.47515505415597 -34.667221586993314, -58.4754999974871 -34.66755832065076, -58.47551608804206 -34.66754755617522, -58.475632996190804 -34.66745665498978, -58.47654004064876 -34.66673723269506, -58.47667726947845 -34.66663373555444, -58.47687831105908 -34.66647407316395, -58.47692557726247 -34.66643820068397, -58.47693218935972 -34.666442923346764, -58.477021982321325 -34.666374021829164, -58.477091059134274 -34.66632101646853, -58.477131267381985 -34.666290165574324, -58.47668311044487 -34.66591367750941, -58.476550071065944 -34.6658048284331, -58.47578265144347 -34.665155829161336, -58.47576334993948 -34.665139740918, -58.47560196561342 -34.66500011030275, -58.47543645693348 -34.66485691056161, -58.4751077129355 -34.664583995035926, -58.474996302562275 -34.664490484190175, -58.47497460097988 -34.664472322800805, -58.47433034151132 -34.66391182113967, -58.47388382994804 -34.664263447820154, -58.473872935809 -34.664298414571974, -58.474280440008116 -34.665367205303696, -58.474550284633274 -34.666074930350774, -58.474623586656556 -34.66623379685169))"
46,Barrio municipal,Barrio Espora,"POLYGON ((-58.402568211187045 -34.65747276770281, -58.40276736631136 -34.6577062785427, -58.403736009535095 -34.657608892948126, -58.40464155787206 -34.65751784362837, -58.40539331805946 -34.6574484425619, -58.40545223465903 -34.657245382003886, -58.405510842568944 -34.657030873308635, -58.40576491848142 -34.65624999945929, -58.405800653714785 -34.65614060269081, -58.40587633423601 -34.655908816510724, -58.40598331859933 -34.65558115397941, -58.40602698991951 -34.655446737608, -58.40599800670434 -34.65539885890378, -58.40579016241604 -34.65533138936245, -58.40569308929515 -34.65529985714515, -58.40492732543654 -34.655051243513455, -58.404864126601666 -34.65503036353354, -58.404726336984304 -34.65498628658448, -58.404640611808794 -34.65495886421149, -58.40448239062277 -34.65490793020671, -58.403372136105354 -34.65454512927114, -58.40331335639076 -34.654568951787205, -58.40287759876787 -34.65581128186417, -58.402785467473535 -34.65605020101897, -58.4023835787055 -34.65700586018098, -58.40231262707621 -34.65717309105734, -58.402568211187045 -34.65747276770281))"
47,Barrio urbanizado,Barrio Estacion Buenos Aires,"POLYGON ((-58.40033314120879 -34.64596456088507, -58.40038626879521 -34.64580251560988, -58.400446273638465 -34.645781363288506, -58.40070454606832 -34.64506487079067, -58.4006816793827 -34.64501437977864, -58.3978430358119 -34.643483276885966, -58.39778183321482 -34.64350316530937, -58.397399748031276 -34.64449487728947, -58.39742293972004 -34.64454545923706, -58.397363763473514 -34.64472150347322, -58.39730387110673 -34.64474246324223, -58.3970696989503 -34.64463592417629, -58.397039978367324 -34.6445773764108, -58.396065962701414 -34.644160895538164, -58.393674993884325 -34.64313848726612, -58.39358399623418 -34.64316278612654, -58.39335950821838 -34.643074912870134, -58.393327338414956 -34.64298976109933, -58.39153312847576 -34.642222478877834, -58.39149585405053 -34.64224655448924, -58.391422084467294 -34.64333556110447, -58.39136812221015 -34.64342402397744, -58.39122246874688 -34.64366816892128, -58.38980415373101 -34.643090920646706, -58.38976776336783 -34.643548602121136, -58.39663235274814 -34.64636560256301, -58.39684133974888 -34.64597969329351, -58.39695352622162 -34.64577095231289, -58.397571954898446 -34.646030214620204, -58.399436253815885 -34.64681175034613, -58.39988950347215 -34.64677188651095, -58.400353372007196 -34.64601608541896, -58.40033314120879 -34.64596456088507))"
48,Barrio municipal,Barrio Gral. San Martin,"POLYGON ((-58.50907174598124 -34.572045248284674, -58.50902986690618 -34.57206468972264, -58.50901009861309 -34.57206404809977, -58.50890886884473 -34.57195781679218, -58.50890886818507 -34.57195660888089, -58.50897996154424 -34.571874354167825, -58.50899022965116 -34.571859458758176, -58.50899496187447 -34.571844565420285, -58.50899574781728 -34.57182707745092, -58.50899178320988 -34.57181089832844, -58.508983875157185 -34.571797298761545, -58.50888915437545 -34.57169636538483, -58.50879540554946 -34.57159884797731, -58.5083378786241 -34.57111235543735, -58.50808432833186 -34.57084323764462, -58.50806996014372 -34.5708328224225, -58.50804490361768 -34.57082591766684, -58.508008755535116 -34.570822487461825, -58.50797620647549 -34.57082451857481, -58.50795254107355 -34.570831008491865, -58.50791849630462 -34.57084823819078, -58.50783510333816 -34.57089636877295, -58.507302102462475 -34.57119901776151, -58.50714410489456 -34.57128713498256, -58.50712637185749 -34.57134357065806, -58.50749871953417 -34.571563537741056, -58.50879395184826 -34.572331113349435, -58.50923246679791 -34.57259031656168, -58.50924215817959 -34.57259668599934, -58.50925259116819 -34.57260410081179, -58.50927606405554 -34.572623292355985, -58.509288668199865 -34.57263533066515, -58.50929715139289 -34.57264428764746, -58.50930518794381 -34.57265352423971, -58.50931847063304 -34.57267080859177, -58.509331384357516 -34.5726908965176, -58.50933653311554 -34.57270020631082, -58.50933962901229 -34.57270669258122, -58.50917843164425 -34.57283849056221, -58.50917415038519 -34.5728411694076, -58.50901612297742 -34.57301619555708, -58.50822149345238 -34.573884609192014, -58.508086183867704 -34.57403950591302, -58.508083635510275 -34.5740426798683, -58.5078697066351 -34.57427420836339, -58.50752260623422 -34.574650130164905, -58.507537557996656 -34.57469131992146, -58.50861045865076 -34.57532102319794, -58.50898110637158 -34.575541463992806, -58.50917548025652 -34.57565902718554, -58.510082452713604 -34.57619415698723, -58.51178495188201 -34.5772014849632, -58.512125853126854 -34.577402592364194, -58.5124678139832 -34.577605140659955, -58.51248369555911 -34.57761017323091, -58.512487651997446 -34.57761086573435, -58.51249367879294 -34.57761106161911, -58.512499770440996 -34.57761034703754, -58.51250359518805 -34.577609489141345, -58.51250691824299 -34.57760799143514, -58.51250955444858 -34.57760604329282, -58.51251190678674 -34.57760322088208, -58.512513789802945 -34.57759920877854, -58.512514125425085 -34.57759544068391, -58.51250996677532 -34.57758449003864, -58.51248643057718 -34.57753545295397, -58.512069516819146 -34.576649518730406, -58.51142647570763 -34.57528304099255, -58.51105240982718 -34.57448760726909, -58.51077770389887 -34.57390134640576, -58.51025758229688 -34.57279130975089, -58.51013444006172 -34.5725284965383, -58.510073057614456 -34.57239786732405, -58.50911045782156 -34.57032424803443, -58.50893071637221 -34.570278955560596, -58.508188384322274 -34.57069744773883, -58.508178580525076 -34.570704392329404, -58.50817215430339 -34.57071027199406, -58.50816671166145 -34.57072141562893, -58.508162110120864 -34.57073630888957, -58.50816031768942 -34.57074676609816, -58.50816803296513 -34.57076708142082, -58.50816988856951 -34.57077279578405, -58.50848153549976 -34.57110803860123, -58.50861316378244 -34.57124810756868, -58.50874599152812 -34.57138875285722, -58.508925259275685 -34.571580085894546, -58.509067704478575 -34.5717296874099, -58.50911455262423 -34.57176991853168, -58.509170070659025 -34.57178213905451, -58.50922869784817 -34.57180050611124, -58.509267827854224 -34.57183547574643, -58.5092856362978 -34.57187885469855, -58.50928599003872 -34.57190777232882, -58.50926810877827 -34.57194990272598, -58.50925745792635 -34.571962301351284, -58.509224503525886 -34.57198101835454, -58.50907174598124 -34.572045248284674))"
