id,tipo,nombre,geometry
110,Conjunto habitacional,Conjunto Habitacional San Antonio 721,"POLYGON ((-58.37770203421419 -34.65074155400273, -58.37756011140581 -34.651092414148444, -58.378156532075764 -34.65125159960171, -58.378288349622814 -34.650892375537616, -58.37770203421419 -34.65074155400273))"
111,Conjunto habitacional,Conjunto Habitacional San Francisco,"POLYGON ((-58.453824775054905 -34.653485483574904, -58.455055162638416 -34.652611825161024, -58.45502349805716 -34.652549412452856, -58.45476284789625 -34.65230981844411, -58.45460209051677 -34.652001780734174, -58.454541220336026 -34.65167160432547, -58.45447301841924 -34.65156489746017, -58.45433172389267 -34.65152663550814, -58.45394436658858 -34.65156485804571, -58.453564318895275 -34.65159100047048, -58.45259712112274 -34.651844588188524, -58.452333985109796 -34.652051928958414, -58.45315245605859 -34.65280293983628, -58.453086672198694 -34.65285125219727, -58.453824775054905 -34.653485483574904))"
112,Conjunto habitacional,Sector Bonorino (ex 1-11-14),"POLYGON ((-58.44596339864066 -34.646135379212616, -58.445187923856146 -34.64544968482406, -58.445121309264934 -34.64543656627504, -58.44417285588436 -34.64618481466116, -58.444166495858575 -34.646189924689715, -58.444165546061136 -34.646241224101445, -58.44490686422279 -34.64687455143302, -58.444967138186755 -34.646874560509296, -58.44516702193004 -34.6467461257811, -58.445211439949816 -34.64671991510937, -58.44595070076018 -34.64617732504045, -58.44596339864066 -34.646135379212616))"
113,Conjunto habitacional,Conjunto Habitacional Sector Riestra (Barrio Padre Ricciardelli ex 1-11-14),"POLYGON ((-58.43888104493647 -34.65005971686687, -58.43894648492204 -34.6500603368812, -58.43902757450513 -34.65000127105021, -58.43905985689606 -34.649977756447115, -58.43915712334956 -34.6499069070995, -58.439490534129476 -34.64966404759068, -58.43951603454119 -34.64964547275775, -58.43951608119535 -34.64964369130066, -58.43969456432701 -34.649501472801575, -58.44024168193465 -34.649048192723285, -58.440278154048166 -34.64901797516421, -58.44041511788894 -34.64890450376177, -58.44041189428478 -34.64888627654194, -58.44040561045493 -34.6488506874911, -58.43974599931358 -34.64855514106326, -58.43959911675079 -34.648489327320384, -58.43951444235202 -34.64845138829472, -58.43951193396782 -34.64845026103634, -58.4394474361777 -34.64845803666507, -58.438948561690886 -34.648874743439755, -58.438755017106274 -34.649032463671475, -58.43845296718195 -34.64927691621551, -58.43819985483739 -34.649481761313105, -58.4382006741268 -34.64953584075016, -58.43849503309545 -34.64976241586905, -58.43864868749721 -34.649882480816345, -58.43888104493647 -34.65005971686687))"
114,Conjunto habitacional,Conjunto Habitacional Valparaiso/Veracruz 3459,"POLYGON ((-58.447342535685614 -34.664175378959754, -58.446587483408734 -34.66385217247282, -58.446331204444604 -34.66424209177069, -58.448164922070276 -34.6650111009619, -58.448272815136704 -34.664910840257896, -58.447342535685614 -34.664175378959754))"
116,Núcleo habitacional transitorio,NHT Del Trabajo,"POLYGON ((-58.49363860055205 -34.66867925965186, -58.49362486657137 -34.66869429956472, -58.49362370623217 -34.66869357596503, -58.49350254323223 -34.66882690710306, -58.49350332225768 -34.66882740093791, -58.493489714724205 -34.66884230231157, -58.49348854469343 -34.66884156016885, -58.49336735283981 -34.668973634569234, -58.493368883516396 -34.66897462216712, -58.49335377143536 -34.66899117106859, -58.49335259723608 -34.66899044230415, -58.49323103919306 -34.66911832099637, -58.493235229674525 -34.669120983201935, -58.493219901903196 -34.66913776822485, -58.49321699367027 -34.66913591639552, -58.493097327307886 -34.66927199599509, -58.49308816675262 -34.669281693388385, -58.493082402556034 -34.66927791460898, -58.492956351009965 -34.669411913201955, -58.492961878325104 -34.66941538242367, -58.49294723373583 -34.66943088516165, -58.49294520675866 -34.66942961074656, -58.49287640863171 -34.66950586039311, -58.49281051129044 -34.66957561895147, -58.49280897698866 -34.66957463943188, -58.49268299074905 -34.669703748286, -58.4926870110514 -34.66970635520346, -58.4926731052909 -34.669721075683874, -58.49267115661703 -34.66971982899693, -58.492551028409096 -34.669850304593524, -58.492535709334554 -34.66986702900105, -58.492535024391536 -34.669866589857314, -58.4924111879021 -34.670000646762155, -58.4924125427962 -34.67000149420977, -58.49240223307506 -34.67001274966659, -58.492402152410925 -34.67001269727258, -58.49228160893796 -34.67014443865678, -58.492503620885024 -34.670284086377485, -58.49249086091809 -34.67029797813217, -58.49253150375635 -34.67032350766591, -58.49254467468414 -34.67030989144766, -58.49257202836719 -34.67032711591399, -58.4925584522893 -34.67034183588983, -58.49261642935327 -34.670378275118445, -58.492630005415876 -34.67036352432621, -58.49264685672016 -34.67037415906669, -58.492678639874605 -34.6703719160374, -58.492716627948845 -34.67042314094041, -58.49316812714799 -34.669941400707266, -58.49331891595858 -34.67000085973294, -58.493687180380135 -34.670235484483264, -58.493955861661625 -34.67036051903244, -58.49406838912383 -34.67055669055673, -58.49452612728108 -34.6711397784169, -58.49465418607623 -34.671016623934506, -58.49418238958086 -34.670524559868916, -58.4941719250016 -34.6704016808365, -58.4945380401932 -34.670003478577584, -58.49455707589907 -34.669984155330596, -58.494556272603525 -34.669983648113416, -58.494569323341395 -34.669969453482906, -58.494569855273696 -34.669969794052044, -58.49460026710318 -34.66993579748618, -58.494705714620274 -34.66982110718122, -58.49470582822265 -34.66982117961411, -58.494829927762886 -34.66969060293582, -58.49482724775801 -34.66968892079543, -58.49484068521013 -34.66967430542123, -58.4948407838653 -34.6696743676682, -58.49496197243703 -34.66954238590011, -58.494582744880056 -34.669302729860476, -58.494573991302794 -34.66922473290914, -58.494679727784515 -34.66911420889771, -58.49430791427171 -34.6688776453802, -58.49412390374553 -34.66874486688921, -58.49378388303819 -34.66852016216322, -58.49363852721158 -34.668679212622564, -58.49363860055205 -34.66867925965186))"
117,Núcleo habitacional transitorio,NHT Zavaleta,"MULTIPOLYGON (((-58.40259224526871 -34.65094123229257, -58.40151078288263 -34.65115557444819, -58.40056156544393 -34.6511112810378, -58.400521280589494 -34.65130605534236, -58.400411908298786 -34.6518348576009, -58.400436751393336 -34.65229370063101, -58.40043310302463 -34.65235539285227, -58.40044515391 -34.65244889095728, -58.400586547143845 -34.65248068422249, -58.400594639439845 -34.65246566290157, -58.400621349269755 -34.65246388705606, -58.400701708661124 -34.65247072640841, -58.400798687946875 -34.65246075916721, -58.400841511152414 -34.6524529181011, -58.40135127016652 -34.65238798260512, -58.401727565622885 -34.65227794214651, -58.402192483568605 -34.652214547181664, -58.402280593946564 -34.65220148657347, -58.40234283802322 -34.652199683297496, -58.402354950746954 -34.65214095199597, -58.40233219700031 -34.652079986760576, -58.4023643829159 -34.65208000284901, -58.40236608763743 -34.65207032363872, -58.40245730329848 -34.65204431556992, -58.40252018075452 -34.652013127291085, -58.402547713145005 -34.65201249095268, -58.40255367479297 -34.65199651366016, -58.402562382451926 -34.65199219450586, -58.40258528058745 -34.651988866953744, -58.40258668634317 -34.65198013933634, -58.402608540215276 -34.651969299413445, -58.402627315307825 -34.65196930875682, -58.40263669397343 -34.6519815041955, -58.402655476332576 -34.65197153926977, -58.402701084278085 -34.65195604641525, -58.402737311111466 -34.65193168286829, -58.40273922031544 -34.651921033589204, -58.40274775317882 -34.651917824104004, -58.40275821083661 -34.65189151910976, -58.40279379891823 -34.65189019581607, -58.40280648254627 -34.65188972419031, -58.40280651042613 -34.651889701875675, -58.40282308723733 -34.65188905773631, -58.40282494970171 -34.65187494330039, -58.40282311349586 -34.65185290102579, -58.4028430137793 -34.651855373736595, -58.40285403311561 -34.651865245661114, -58.40291708218807 -34.651839787101416, -58.40297610879808 -34.65181321826701, -58.40301770941676 -34.651775558269485, -58.40302577190951 -34.65175339721334, -58.403043205077054 -34.65175451408147, -58.40305798335458 -34.65171794906446, -58.4030476880759 -34.651714414456116, -58.4030574604527 -34.651703165135046, -58.403078652568155 -34.65163561462194, -58.40326752618876 -34.65144195752624, -58.40340858706617 -34.6513569993875, -58.403461972531794 -34.65122958546135, -58.40338163802323 -34.65115646518644, -58.40329335638811 -34.65082662037542, -58.40259224526871 -34.65094123229257)), ((-58.40302253731704 -34.649898929965254, -58.402985899119706 -34.65009074067747, -58.40314977126272 -34.65013064689996, -58.403144400313856 -34.65015938789978, -58.4033021103821 -34.65018526408721, -58.40329633388972 -34.65022192138541, -58.403344798248895 -34.65022873499455, -58.40335139296981 -34.65019479268413, -58.40350171050646 -34.65021998550652, -58.40350828491664 -34.65021795141396, -58.403595455791155 -34.650157858259526, -58.404100460697016 -34.65021772942851, -58.404156860573764 -34.65006137288942, -58.40434600567838 -34.650088793570205, -58.40435130036027 -34.650082237434475, -58.4043565985865 -34.650073494334954, -58.40445219107311 -34.64957941890611, -58.40444954926635 -34.64957395159277, -58.40444823096026 -34.6495684849181, -58.40426692056282 -34.64949038563866, -58.40427424956605 -34.64932940178776, -58.403692165398105 -34.64925943862862, -58.403732598293765 -34.649093757160706, -58.40373664935518 -34.649090414795594, -58.40374157959467 -34.64908702424338, -58.40376257097265 -34.64897093797938, -58.403780384287394 -34.64889794410222, -58.403809501537026 -34.64869783910995, -58.40380950581396 -34.648691851502136, -58.40380640453436 -34.648687573989484, -58.40379916364425 -34.648682439477035, -58.4037939900894 -34.648680725892454, -58.403268342477716 -34.64861205115831, -58.40326213196578 -34.648614613590475, -58.40326109745918 -34.64861546916138, -58.40321954291094 -34.64883865895532, -58.403219539209424 -34.64884378993278, -58.40322264041534 -34.648847213030585, -58.40322338576113 -34.648847418849726, -58.40321766100352 -34.648877390313146, -58.40321432887749 -34.64888105876434, -58.40318383343571 -34.6490202167328, -58.40318547207078 -34.64902632949087, -58.403188561505104 -34.64902973782932, -58.40318545310011 -34.649046015405474, -58.403178881575236 -34.649050765239814, -58.4031755912449 -34.64905755283935, -58.40315003084657 -34.6491865310464, -58.403150847819006 -34.64919467851538, -58.40315649818868 -34.649197601458546, -58.40315295773462 -34.649216137036305, -58.40315000829184 -34.64921775980448, -58.40314425386715 -34.649223866715204, -58.403115400252965 -34.6493643849633, -58.40311703822565 -34.64937049552092, -58.403122786460585 -34.64937389296854, -58.40312282085909 -34.64937391431271, -58.40311907825158 -34.649393508153004, -58.40311537523199 -34.64939900833002, -58.40308734566518 -34.64953681183572, -58.403088159971944 -34.64954495930339, -58.403089977290605 -34.64954586139408, -58.4030844995811 -34.64957453896714, -58.40307991898465 -34.6495795786119, -58.40304695601405 -34.649722129921784, -58.40305023855499 -34.64972892076481, -58.40305488821061 -34.64972956367708, -58.40305124535745 -34.64974863510257, -58.40304940113241 -34.64974996693641, -58.40304611125545 -34.64975607505958, -58.403017258274055 -34.649895233777535, -58.40302136147979 -34.64989863041644, -58.40302253731704 -34.649898929965254)))"
119,Barrio municipal,Torres de Abasto,"POLYGON ((-58.41404293668009 -34.6019153977459, -58.41402888664202 -34.60183855485592, -58.41401570644991 -34.601765579415414, -58.41400108088241 -34.601685031443125, -58.413958464103 -34.60145149180367, -58.41394590315989 -34.60138231158874, -58.41391919448741 -34.60123595489583, -58.41389830295209 -34.601225580084275, -58.41380144764962 -34.60125860499721, -58.41364910469089 -34.601310329805244, -58.41305067806414 -34.60151355383567, -58.41273599147568 -34.601620530811836, -58.412704893831865 -34.60166829329244, -58.41277826633621 -34.60198114419629, -58.41287578926932 -34.602396713045124, -58.412897215590625 -34.60240634007042, -58.41301695487066 -34.60237286558961, -58.41341391892633 -34.60226202742649, -58.41376712756066 -34.60216333039797, -58.4140327830217 -34.602089196832566, -58.41406642955699 -34.60204384184196, -58.41404293668009 -34.6019153977459))"
120,Barrio municipal,Torres de Brasil y Matheu,"POLYGON ((-58.39944084486912 -34.62986470748384, -58.39940642003504 -34.629819167855295, -58.398305183495445 -34.62960612183426, -58.3982474751605 -34.629633223747696, -58.39790109298666 -34.63051913220512, -58.397929189234326 -34.63056863509928, -58.39907620641536 -34.63096541752497, -58.399125186033984 -34.63094516140782, -58.39944084486912 -34.62986470748384))"
121,Barrio urbanizado,Urbanizacion Barrio de Playon Chacarita (ex Fraga),"POLYGON ((-58.4604129814202 -34.58498014331677, -58.460390580485466 -34.58416630315714, -58.46034523852844 -34.58413223001224, -58.459913886057336 -34.584138087082515, -58.45986632123308 -34.58417573556415, -58.45967456230549 -34.584189201812464, -58.459628123219794 -34.584152355585964, -58.45907904127066 -34.58420881840618, -58.4590335042578 -34.58424803421069, -58.458837402841226 -34.5843025976527, -58.458803050308745 -34.58428009863151, -58.458215741068585 -34.58443913739144, -58.45819011125074 -34.58446847138766, -58.45819177589383 -34.58485449668991, -58.45823003086949 -34.58488684410825, -58.458737769532554 -34.58489763797253, -58.458779017712786 -34.58486818815927, -58.45896831712993 -34.58487952503204, -58.459003565237836 -34.58491412025412, -58.45955697780693 -34.58495319721419, -58.459598802275494 -34.58492404280903, -58.45978789912445 -34.58493734801733, -58.45982308002187 -34.5849719430005, -58.46037270483 -34.585010816037105, -58.4604129814202 -34.58498014331677))"
122,Villa,Barrio Padre Ricciardelli (ex 1-11-14),"MULTIPOLYGON (((-58.43731758045027 -34.6488005134517, -58.438119250088526 -34.649451164554605, -58.438178472626994 -34.64940667157768, -58.43849235259292 -34.64917085713583, -58.43854341268173 -34.64912938307528, -58.43859919938159 -34.64908407651947, -58.43860853321435 -34.64907649802106, -58.43868523183315 -34.64901422337894, -58.43881313627408 -34.64891038251528, -58.439413386819275 -34.6483496699009, -58.43820718931568 -34.64776161303718, -58.438292971702715 -34.64761290404512, -58.438453617063324 -34.647253267909015, -58.438477103358906 -34.64720673261411, -58.43793508029755 -34.64702083034183, -58.437630262958116 -34.64731649391668, -58.43744592091064 -34.64739793656465, -58.43651100680088 -34.648133594257416, -58.43731758045027 -34.6488005134517)), ((-58.44327720141108 -34.64684520048259, -58.44311146808515 -34.64697518407387, -58.442968213590575 -34.647086876040646, -58.442869243910515 -34.64716420109847, -58.4426847224516 -34.6473105367136, -58.44264211493785 -34.64734407124558, -58.44251261347495 -34.64744633986041, -58.44236438115158 -34.64756025133793, -58.442360826205345 -34.647562853946745, -58.44236038420665 -34.64756253665071, -58.44235119928395 -34.6475699019032, -58.44117533987165 -34.648430744485445, -58.438966291884604 -34.650181456659425, -58.43883958831723 -34.65010874555788, -58.43878858258998 -34.650083918894595, -58.43873216679745 -34.65004404369557, -58.43870771961527 -34.650026765864865, -58.438655548829026 -34.64999549080034, -58.4385112166738 -34.649946005859675, -58.43847083753117 -34.6502503621987, -58.438332196119326 -34.6502444733724, -58.43826803791543 -34.65024174838156, -58.43821881681736 -34.650240142745375, -58.43791321042407 -34.65022612748881, -58.43786678165818 -34.650223997970315, -58.437646907968194 -34.65021443985028, -58.43741873821469 -34.650205536488286, -58.437215893327654 -34.65019762184105, -58.43709007987534 -34.65019137177726, -58.4370285661901 -34.650188398021214, -58.43701494911293 -34.650187858110996, -58.43695355509571 -34.65018542902119, -58.43670134192322 -34.65017242082849, -58.43660469723266 -34.65016764175235, -58.43648960188321 -34.65016105615458, -58.4363094163255 -34.65015412980159, -58.43593850719675 -34.65016445654613, -58.435744837963 -34.65013224335919, -58.435734349331405 -34.650131487241865, -58.435737275629904 -34.65006813302079, -58.43573910524801 -34.6500314996958, -58.43573794256896 -34.64996616104908, -58.43573736497947 -34.64991684673061, -58.43573624108565 -34.649899081162474, -58.43570138396142 -34.64982851048425, -58.43562876417444 -34.64968256426379, -58.43549587397852 -34.64941139373183, -58.43539255797953 -34.6491964141135, -58.43537296310709 -34.649132036425016, -58.43535410995211 -34.649116411267045, -58.43534570121807 -34.649098914309, -58.43533929972808 -34.649104136811815, -58.43529917941653 -34.649070885770335, -58.434803885684396 -34.649468216520205, -58.43338834650261 -34.64835521866111, -58.433278687828235 -34.64830653390142, -58.43224311611446 -34.648953515188374, -58.43182098172367 -34.649298706595545, -58.43101258760881 -34.649987379193, -58.43139388868538 -34.65025558100098, -58.43142039492076 -34.650276320917406, -58.43161031366074 -34.65028485639771, -58.43170154590413 -34.65028895580632, -58.43171322963061 -34.65028947655286, -58.43175226525593 -34.65029123017865, -58.43176905453584 -34.65029198606697, -58.43186795505193 -34.65029643157521, -58.43374959618253 -34.65045855511246, -58.438857025460024 -34.65071233399435, -58.440750223169104 -34.65080434670329, -58.44205265421664 -34.650717973941724, -58.442061956312195 -34.65071727078166, -58.442066395959245 -34.6507165162766, -58.443483193502004 -34.650566219884944, -58.44348094837352 -34.65057549335431, -58.44382618620984 -34.65066807935153, -58.444146488785684 -34.650752832494845, -58.444146577486876 -34.65075252106739, -58.4441639619344 -34.65075740316218, -58.44416390116423 -34.650757589334034, -58.44417122137431 -34.650759441838176, -58.444223066011304 -34.65076957437241, -58.444224042244905 -34.65076629249807, -58.44446430384349 -34.650797453182726, -58.444817043683 -34.65065670104053, -58.446760408741305 -34.6491048247931, -58.44517848010536 -34.647794209068536, -58.44550807704531 -34.64753051347741, -58.44546060423579 -34.647485996374655, -58.445579357269445 -34.6473896075205, -58.445684565579626 -34.647304314556095, -58.445783648578974 -34.647214663191924, -58.44542032372387 -34.64689916401828, -58.4452189475067 -34.646731238538344, -58.44490849214328 -34.64696286170458, -58.44406550882037 -34.646229482799846, -58.44342481734652 -34.64672879601422, -58.44329565345906 -34.6468305103945, -58.44327720141108 -34.64684520048259)))"
123,Villa,Villa 13 bis,"POLYGON ((-58.44426569109341 -34.6429910905631, -58.44420094652406 -34.64299108044064, -58.44371868786842 -34.64335853070868, -58.444745969897824 -34.64385295216363, -58.44497261467902 -34.64367978517129, -58.444970923196315 -34.643622050611114, -58.44426569109341 -34.6429910905631))"
124,Villa,Barrio 15 (Ciudad Oculta),"POLYGON ((-58.491696874047456 -34.66688405088619, -58.49154153110318 -34.66702432857362, -58.491500445860986 -34.66706116978412, -58.49138850122537 -34.66716155918887, -58.49135828980469 -34.66718864428053, -58.49134492951437 -34.6672006274913, -58.49133758900777 -34.6672072093144, -58.490920594957494 -34.6675775597591, -58.490864643182476 -34.667626439823245, -58.49080636811922 -34.667677535954105, -58.490738201509494 -34.66773971102591, -58.490617660863165 -34.66784966704852, -58.49058861605429 -34.667876156942334, -58.49064851559409 -34.667920591884844, -58.49062837189423 -34.66794144651384, -58.49057210260613 -34.66798789087205, -58.49058280802905 -34.66799563113773, -58.49053831396594 -34.668053187548665, -58.49022020443436 -34.66844250612223, -58.49015398420026 -34.66856947818405, -58.4901255429097 -34.66855891172161, -58.49002925702477 -34.668681627597195, -58.48994569114325 -34.668819805577854, -58.489879728218746 -34.668954341332245, -58.48937162049065 -34.66942164377138, -58.48949266586897 -34.66952342006396, -58.48948497764739 -34.669562504730024, -58.48968400241943 -34.66972992618168, -58.48969896077788 -34.669711375883985, -58.48971025460009 -34.66967588308834, -58.48974934266057 -34.66973776612246, -58.489651306020995 -34.66991749834194, -58.489583842787404 -34.67018104170969, -58.48945067299881 -34.670734619973054, -58.48937687850626 -34.670978780142015, -58.48935962718261 -34.670985500969806, -58.48929825902087 -34.67123890289056, -58.488935464740436 -34.671511438502506, -58.488439825063324 -34.67193073766883, -58.48839182223929 -34.671881140893476, -58.48735717171174 -34.67094575287469, -58.48632793419834 -34.67177624194529, -58.487573086293914 -34.67283374020438, -58.487582841471216 -34.67286243408287, -58.48724502226199 -34.673146883309755, -58.48701071119398 -34.67316662492973, -58.48662548120948 -34.67349201891571, -58.48672526418819 -34.67358576440457, -58.48668776219099 -34.67361743819559, -58.48792363036745 -34.67472395682061, -58.487922404578185 -34.67472019110104, -58.48801704017987 -34.67460586535529, -58.488140795203016 -34.67447348281899, -58.48835974597578 -34.67425348460556, -58.48838398681335 -34.67414260557691, -58.48839644923132 -34.67413576081264, -58.48840492880959 -34.67414967380231, -58.48841137836146 -34.67415378285273, -58.4884720759818 -34.67419245003855, -58.488503525160894 -34.67421248211852, -58.48858620122168 -34.674265152229154, -58.48859089370113 -34.67426816237911, -58.48863594217993 -34.67429703406088, -58.48868262790216 -34.674326969428805, -58.48905097750279 -34.67454830739341, -58.48938448204056 -34.67403241284217, -58.489611890849744 -34.67374208241452, -58.489381822573314 -34.673608476036925, -58.48950198721939 -34.67347189335784, -58.48955149000308 -34.67348167972586, -58.49127838511991 -34.67463058582033, -58.49170743886403 -34.67419502028424, -58.49210511803314 -34.67379295325501, -58.49210339117974 -34.67376324268486, -58.49212841060811 -34.67371810374884, -58.49235689591198 -34.67346626168192, -58.49239390362697 -34.67334527808244, -58.49256939307481 -34.673164214877524, -58.49262711132783 -34.673105040920824, -58.49268349878358 -34.673047237750446, -58.49287766142558 -34.67284671694811, -58.49305484967792 -34.67266413797776, -58.493144671726704 -34.6725707898613, -58.493224762046395 -34.67248755527046, -58.49330371463004 -34.67240666849925, -58.493432316114664 -34.672315033868365, -58.49395928323196 -34.67175425738004, -58.49444139187892 -34.6712305574805, -58.49404721165089 -34.67067001234206, -58.49396303863369 -34.67053103059379, -58.49370500629808 -34.67036892511103, -58.49363769221133 -34.6703226075628, -58.49358194507368 -34.67027824338535, -58.49315341760174 -34.670001656129, -58.492741575772456 -34.6704244945889, -58.49268994812657 -34.670481286807544, -58.492646074758014 -34.670419813160294, -58.49265873590541 -34.67040622829442, -58.4926179482638 -34.6703804033607, -58.49261642935327 -34.670378275118445, -58.492613043743866 -34.67037729803325, -58.49225927275845 -34.670153304584936, -58.492191631855555 -34.67016152379147, -58.492244660368826 -34.67011213161675, -58.492274388809705 -34.670074616704326, -58.492276526104725 -34.67007192142333, -58.49229470541339 -34.67004897576919, -58.49229646137682 -34.67004695619749, -58.49233552853175 -34.670001983032776, -58.49245732946101 -34.66986176275212, -58.49265966419749 -34.66963348609453, -58.49268597798564 -34.669605638127145, -58.492701921954946 -34.66958736286252, -58.49273555582916 -34.669548801003685, -58.49278645288732 -34.66949044064691, -58.49288188615891 -34.66940391079486, -58.49320732375736 -34.669042271266505, -58.49335306520515 -34.66888305288073, -58.49346758064656 -34.66877116673859, -58.49363934581856 -34.66857752405359, -58.49372783088054 -34.668482853716185, -58.493815256926325 -34.66839170306932, -58.49376084808592 -34.6683065886753, -58.49360338021707 -34.668148197998235, -58.493560435728654 -34.66810327834599, -58.49355297574079 -34.668096995268336, -58.49327304589137 -34.6678126306468, -58.492876462012255 -34.66736617738145, -58.49271037858952 -34.667184249533314, -58.49247246492767 -34.666914128133136, -58.49247229660594 -34.66691425698118, -58.49245550224051 -34.66689521155175, -58.49239010891501 -34.666827846809625, -58.49237321470686 -34.666810426135655, -58.49231665961369 -34.6667521635994, -58.4923103401169 -34.66674564768847, -58.4922596023428 -34.66669337793592, -58.4922287709594 -34.66666161024446, -58.4921912171195 -34.666622912989155, -58.49216338744218 -34.66659458813696, -58.49209675988716 -34.6665267613762, -58.49196529356049 -34.66664410252795, -58.49193254158332 -34.66667333405783, -58.49189587406502 -34.66670605627974, -58.49185008872435 -34.6667469265693, -58.49176127714593 -34.6668261906486, -58.491696874047456 -34.66688405088619))"
125,Villa,Villa 16 - Barrio Emaus,"POLYGON ((-58.46712385897847 -34.68989115950751, -58.467519587299165 -34.68959419365328, -58.46697451242392 -34.68910248335432, -58.466771576881264 -34.68926214172609, -58.46659907740985 -34.68939825028137, -58.466592315666944 -34.68945213309968, -58.46696777950246 -34.689803754469715, -58.467062510683284 -34.68988805897184, -58.46712385897847 -34.68989115950751))"
126,Villa,Villa 17 - Barrio Pirelli,"POLYGON ((-58.49518442292083 -34.676468781751694, -58.49476408791303 -34.676790178751325, -58.494760755478126 -34.67687130109925, -58.49536372051239 -34.67742045503915, -58.49540110701393 -34.677421510893225, -58.495845507523256 -34.677086816318074, -58.49560245741709 -34.676851372496266, -58.49518442292083 -34.676468781751694))"
